"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16111","test_search_and_buy_under_budget[chromium-shoes-220-5]","tests","Tue Apr 21 06:23:24 UTC 2026","broken","Tue Apr 21 06:23:40 UTC 2026","","test_search","",""
