"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","181834","test_search_and_buy_under_budget[chromium-shoes-220-5]","tests","Sun Apr 19 14:38:55 UTC 2026","broken","Sun Apr 19 14:41:57 UTC 2026","","test_search","",""
