"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15656","test_search_and_buy_under_budget[chromium-shoes-220-5]","tests","Mon Apr 20 20:40:46 UTC 2026","broken","Mon Apr 20 20:41:02 UTC 2026","","test_search","",""
