"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","182894","test_search_and_buy_under_budget[chromium-shoes-220-5]","tests","Tue Apr 21 06:28:01 UTC 2026","broken","Tue Apr 21 06:31:04 UTC 2026","","test_search","",""
