"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15744","test_search_and_buy_under_budget[chromium-shoes-220-5]","tests","Mon Apr 20 21:39:00 UTC 2026","broken","Mon Apr 20 21:39:16 UTC 2026","","test_search","",""
